business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
LnZvGYbqozanOSevcftnrw,HipCityVeg - University City,214 S 40th St,Philadelphia,PA,19104,39.953549,-75.202991,4.0,314,1,"{'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'DriveThru': 'False', 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'False', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'ByAppointmentOnly': 'False', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Sandwiches, Food, Burgers, Restaurants, Vegan, Desserts","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
7BmboJEmyQ_DAgTCoCgpgg,Vientiane Bistro,2537 Kensington Ave,Philadelphia,PA,19125,39.9881000819,-75.1282148436,4.5,67,1,"{'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'BikeParking': 'True', 'WheelchairAccessible': 'False', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}"", 'NoiseLevel': ""u'average'"", 'HappyHour': 'False', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'DogsAllowed': 'False', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Vegan, Restaurants, Laotian, Asian Fusion, Thai, Cafes","{'Monday': '0:0-0:0', 'Tuesday': '12:30-20:0', 'Wednesday': '12:30-20:0', 'Thursday': '12:30-20:0', 'Friday': '12:30-21:0', 'Saturday': '12:30-21:0'}"
JAMmjTFdUGBpV24K1riSjQ,Yellow Bicycle Canteen,930 Locust St,Philadelphia,PA,19107,39.9472244065,-75.1572515,5.0,13,1,"{'WheelchairAccessible': 'True', 'Alcohol': ""u'none'"", 'DogsAllowed': 'True', 'RestaurantsTakeOut': 'True', 'BYOB': 'True', 'WiFi': ""u'free'"", 'RestaurantsTableService': 'False', 'HasTV': 'False', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'BusinessAcceptsBitcoin': 'False', 'Corkage': 'False', 'OutdoorSeating': 'True'}","Caterers, Event Planning & Services, Cafes, Vegetarian, Restaurants, Sandwiches","{'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}"
YIdYc6tQIFRJPNIaPBupYQ,Zio Pizza Palace & Grill,157 N 9th St,Philadelphia,PA,19107,39.955065,-75.1541846,4.0,43,1,"{'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'loud'"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'RestaurantsTableService': 'False', 'Corkage': 'False', 'BYOB': 'False', 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False'}","Fast Food, Italian, Vegetarian, Burgers, Vegan, Restaurants, Pizza, Chicken Wings","{'Monday': '0:0-0:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0'}"
GdqZaRx-gN8IxrmqYTXcbA,Terron,3426 Conrad St,Philadelphia,PA,19129,40.011687,-75.18933,4.5,65,0,"{'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'BYOB': 'True', 'RestaurantsTableService': 'True', 'Alcohol': ""u'none'"", 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'None', 'Corkage': 'False', 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': True, u'lot': None, u'validated': False}"", 'Ambience': ""{u'divey': False, u'hipster': True, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': False}"", 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'None', 'Caters': 'False'}","Vegetarian, Restaurants, Food, Mexican, Vegan, Tacos, Desserts, Juice Bars & Smoothies","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-21:0'}"
Derr7dcpu_BRwl8OwGQtyg,Pizza Wings Steaks,3235 Powelton Ave,Philadelphia,PA,19104,39.960644,-75.189224,3.0,41,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'WiFi': ""u'no'""}","Chicken Wings, Pizza, Restaurants, Steakhouses, Sandwiches, Vegan, Vegetarian","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-0:0'}"
Dv6RfXLYe1atjgz3Xf4GGw,HipCityVeg,127 S 18th St,Philadelphia,PA,19103,39.950774,-75.170397,4.0,1082,1,"{'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'"", 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'HappyHour': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'False', 'HasTV': 'True', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'OutdoorSeating': 'True'}","Burgers, Vegetarian, Restaurants, Vegan","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}"
UhSVDwQFW6mKmaEA5OTU7A,Sansom Kabob House,1526 Sansom St,Philadelphia,PA,19102,39.950303,-75.166856,4.0,128,0,"{'BYOBCorkage': ""'yes_free'"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'HasTV': 'False'}","Vegetarian, Middle Eastern, Restaurants","{'Monday': '11:30-21:30', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-21:30', 'Saturday': '13:0-22:0'}"
NVN_23yYJDf_RAinqFICDA,Hot Diggity!,630 South St,Philadelphia,PA,19147,39.9419555,-75.1532373,4.5,191,0,"{'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'Caters': 'True', 'BikeParking': 'True'}","Hot Dogs, Restaurants, Vegetarian","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
EAtdpksdWfWAaqh3XdnNNg,Essene Market & Café,719 S 4th St,Philadelphia,PA,19147,39.9399804,-75.1492562,3.5,149,1,"{'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '3', 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': True, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'Caters': 'False', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True'}","Restaurants, Food, Vegetarian, Organic Stores, Health Markets, Bakeries, Specialty Food, Grocery","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-19:0', 'Sunday': '8:0-19:0'}"
Q9T9PKQZSs571tS0lQLoIg,Koliyan,806 S 6th St,Philadelphia,PA,19147,39.9383502,-75.153168,4.0,5,0,"{'RestaurantsTakeOut': 'False', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'HasTV': 'False', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Ethnic Food, Shopping, Food, Arts & Crafts, Cambodian, Specialty Food, Desserts, Vegan, Restaurants, Coffee & Tea, Cheesesteaks, Gluten-Free, Cooking Classes",
nl_La1sCrZG0xq0HNt4WsQ,Gianna's Grille,507 S 6th St,Philadelphia,PA,19147,39.9426854,-75.151963,3.5,78,0,"{'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BYOBCorkage': ""'no'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'Alcohol': ""'none'"", 'Caters': 'False'}","Restaurants, Vegan, Vegetarian",
