business_id,name,rest_stars,review_count,postal_code,item,item_ave_star
BO4L5vmX7pwwiQiIz7QbsQ,sweetgreen,4.0,35,19103,"['waffle', 'hash browns', 'pizza', 'curry tofu wrap', 'sandwich', 'Harvest Bowl', 'taco salad']",5.0
C6cOQD3ELF38AeYgtfw0Dw,Nile Cafe,4.5,83,19144,"['waffle', 'hash browns', 'appetizer', 'milkshake', 'jam', 'pizza', 'curry tofu wrap', 'sandwich', 'udon noodle salad', 'fake meat', 'Oreo', 'taco salad']",4.0
CxXYiJBkq9kqsgtdagqVgw,Bacio,4.0,183,19119,"['waffle', 'appetizer', 'jam', 'pizza', 'udon noodle salad', 'pickle', 'ice cream', 'guacamole', 'brussel sprouts', 'hash browns', 'sweet potato fries', 'Caesar salad', 'potato salad', 'meat substitutes', 'curry', 'milkshake', 'spring roll', 'curry tofu wrap', 'green lemonade', 'spinach salad', 'vegpizza', 'fake meat', 'dairy']",4.0
CyZrPCmQqMbXdD6SX02f6w,Jerry's Kitchen,4.5,36,19104,"['waffle', 'hash browns', 'curry tofu wrap', 'pizza', 'sandwich', 'taco salad']",5.0
Dv6RfXLYe1atjgz3Xf4GGw,HipCityVeg,4.0,1082,19103,"['waffle', 'pasta', 'appetizer', 'faux meat', 'burrito', 'bananwhip', 'meat substitute', 'jam', 'cupcake', 'udon noodle salad', 'cookie', 'Crispy Hip City Ranch', 'Curry Tofu Wrap', 'pickle', 'buffalo sauce', 'home fries', 'beet salad', 'ice cream', 'guacamole', 'fruit', 'brussel sprouts', 'iced coffee', 'hash browns', 'sweet potato fries', 'pancake', 'Udon Noodle Salad', 'soda', 'cheese fries', 'celery', 'potato salad', 'Caesar salad', 'meat substitutes', 'green tea', 'Sweet Potato Fries', 'Udon', 'eggplant dish', 'milkshake', 'pickled cauliflower', 'Philly Cheese Steak', 'mozzarellsticks', 'vanillice cream', 'spring roll', 'cherry', 'curry tofu wrap', 'chocolate chip cookie', 'pepper', 'capers', 'green lemonade', 'orange juice', 'spinach salad', 'gluten free bread', 'frozen yogurt', 'arugultaco salad', 'melted cheese', 'brownie', 'fried tofu', 'cucumber salad', 'Fries', 'FajitWrap', 'carrot', 'Green Lemonade', 'vegpizza', 'Coke', 'fake meat', 'dairy', 'taco']",4.0
EAtdpksdWfWAaqh3XdnNNg,Essene Market & Café,3.5,149,19147,"['waffle', 'appetizer', 'jam', 'pizza', 'udon noodle salad', 'pickle', 'ice cream', 'guacamole', 'hash browns', 'Caesar salad', 'potato salad', 'meat substitutes', 'curry', 'milkshake', 'spring roll', 'curry tofu wrap', 'green lemonade', 'spinach salad', 'vegpizza', 'fake meat', 'dairy']",4.0
E_h2yNoagLK-3ODYwMPErw,V Street,4.5,739,19103,"['Lagos Brunch Bun', 'udon noodle salad', 'cookie', 'Carrot Choripan', 'guacamole', 'brussel sprouts', 'sweet potato fries', 'Dan', 'PeruviHome Fries', 'Knickerbocker Glory', 'milkshake', 'pickled cauliflower', 'vanillice cream', 'pepper', 'capers', 'green lemonade', 'spinach salad', 'frozen yogurt', 'Apple Cider Fritters', 'Banh mi sandwich', 'taco', 'Thai Tea', 'faux meat', 'cupcake', 'Cruz Control', 'TortillCobb Salad', 'Imli Soda', 'Shawarma', 'Byblos Bubbles', 'Po-boy Tacos', 'soda', 'Waffle', 'curry', 'mozzarellsticks', 'mi toast', 'cherry', 'Piri Piri Tofu', 'arugultaco salad', 'melted cheese', 'Mushroom DDNoodles', 'Kisi', 'carrot', 'Cauliflower ""65', 'Banh Mi Tofu', 'waffle', 'burrito', 'Arnold Palmer', 'jam', 'Red Lentil Ful', 'chips', 'Tofu bmi', 'Cookie Monster', 'pickle', 'Kung Pao Green Beans', 'Rose Lemonade', 'fruit', 'Boozy Mon', 'KFT Tacos', 'cheese fries', 'KF Tacos', 'Tempeh Reuben', 'Fried Tempeh Tacos', 'spring roll', 'curry tofu wrap', 'Summer Gold cocktail', 'Pho French Dip', 'Cauliflower 65', 'Mee goreng', 'vegpizza', 'Piri Piri', 'Sweetened Oat Milk Thai Ice Tea', 'DDnoodles', 'fake meat', 'dairy', 'tea', 'appetizer', 'bananwhip', 'Bubbly Byblos', 'buffalo sauce', 'home fries', 'beet salad', 'Tempeh Tacos', 'Banh Mi Toast', 'ice cream', 'hash browns', 'celery', 'Caesar salad', 'potato salad', 'meat substitutes', 'Waffles', 'Chocolate Filled Beignets', 'chocolate chip cookie', 'Stew', 'Singapore Noodles', 'brownie', 'cucumber salad', 'Fries']",4.5
EdopUxxfxqEA79Vcy_dT3g,Fuel,3.5,262,19148,"['waffle', 'appetizer', 'bananwhip', 'jam', 'pizza', 'udon noodle salad', 'pickle', 'beet salad', 'ice cream', 'guacamole', 'brussel sprouts', 'hash browns', 'sweet potato fries', 'potato salad', 'Caesar salad', 'meat substitutes', 'milkshake', 'curry', 'spring roll', 'curry tofu wrap', 'green lemonade', 'spinach salad', 'broccoli rabe', 'vegpizza', 'fake meat', 'dairy']",5.0
FIDLmYEuCtSj_rc8lqaKFw,Saffron Patch - Authentic Indian Restaurant,4.0,64,19145,"['waffle', 'hash browns', 'milkshake', 'jam', 'pizza', 'curry tofu wrap', 'sandwich', 'udon noodle salad', 'fake meat', 'TikkMasala', 'taco salad']",4.5
GSw55M0Aq9D_78Ot8J51BQ,Delicias,4.0,19,19147,"['waffle', 'hash browns', 'sweet potato fries', 'pizza', 'curry tofu wrap', 'pico de gallo']",4.0
GaPP9IECXksFDYGoSX1Wvw,Kung Fu Hoagies,4.5,65,19104,"['waffle', 'hash browns', 'milkshake', 'jam', 'pizza', 'curry tofu wrap', 'sandwich', 'udon noodle salad', 'fake meat', 'taco salad']",5.0
GmdKnVxC7oA452WOS8W32g,Snap Kitchen,4.0,69,19103,"['waffle', 'hash browns', 'appetizer', 'milkshake', 'jam', 'pizza', 'curry tofu wrap', 'sandwich', 'udon noodle salad', 'fake meat', 'taco salad']",4.0
H3EK1Q8tqRGqPBps05Uahw,Tashan,4.0,395,19147,"['waffle', 'appetizer', 'bananwhip', 'jam', 'Saag Paneer', 'udon noodle salad', 'pickle', 'SamosChaat', 'home fries', 'beet salad', 'ice cream', 'guacamole', 'fruit', 'brussel sprouts', 'hash browns', 'sweet potato fries', 'Biryani', 'soda', 'cheese fries', 'Caesar salad', 'potato salad', 'meat substitutes', 'Make your own Bloody Mary', 'milkshake', 'pickled cauliflower', 'curry', 'mozzarellsticks', 'spring roll', 'curry tofu wrap', 'green lemonade', 'spinach salad', 'arugultaco salad', 'melted cheese', 'broccoli rabe', 'vegpizza', 'kale lemonade', 'fake meat', 'dairy', 'taco']",4.0
HtHIZmIOEaEIKaCROPtnsA,Mi Lah Vegetarian,3.5,213,19102,"['waffle', 'appetizer', 'bananwhip', 'jam', 'pizza', 'udon noodle salad', 'pickle', 'beet salad', 'Pad Thai', 'ice cream', 'guacamole', 'brussel sprouts', 'hash browns', 'sweet potato fries', 'fake chicken', 'potato salad', 'Caesar salad', 'meat substitutes', 'curry', 'milkshake', 'spring roll', 'curry tofu wrap', 'Daiya', 'green lemonade', 'spinach salad', 'vegpizza', 'fake meat', 'dairy']",5.0
Hy-gZGsEpgZhIaARnaBKdQ,Snap Kitchen,4.5,22,19147,"['waffle', 'hash browns', 'pizza', 'curry tofu wrap', 'taco salad']",4.0
J36em-jyd2inHyXC20jtXA,Tiffin,3.5,304,19123,"['waffle', 'Malai Kofta', 'appetizer', 'bananwhip', 'jam', 'pizza', 'Saag Paneer', 'udon noodle salad', 'pickle', 'beet salad', 'ice cream', 'guacamole', 'fruit', 'brussel sprouts', 'hash browns', 'sweet potato fries', 'Palak Paneer', 'potato salad', 'Caesar salad', 'meat substitutes', 'TikkMasala', 'curry', 'milkshake', 'spring roll', 'curry tofu wrap', 'green lemonade', 'spinach salad', 'melted cheese', 'broccoli rabe', 'vegpizza', 'Coke', 'fake meat', 'dairy']",4.666666666666667
JAMmjTFdUGBpV24K1riSjQ,Yellow Bicycle Canteen,5.0,13,19107,"['waffle', 'hash browns', 'sweet potato fries', 'curry tofu wrap', 'pizza']",4.0
JPfe9B-RLrE5Nz75kcKImQ,Govinda's Vegetarian,3.5,476,19146,"['waffle', 'appetizer', 'burrito', 'bananwhip', 'jam', 'cupcake', 'udon noodle salad', 'cookie', 'pickle', 'buffalo sauce', 'home fries', 'beet salad', 'ice cream', 'guacamole', 'fruit', 'brussel sprouts', 'hash browns', 'sweet potato fries', 'soda', 'cheese fries', 'celery', 'Caesar salad', 'potato salad', 'meat substitutes', 'milkshake', 'pickled cauliflower', 'curry', 'mozzarellsticks', 'vanillice cream', 'spring roll', 'cherry', 'curry tofu wrap', 'Daiya', 'green lemonade', 'spinach salad', 'melted cheese', 'carrot', 'broccoli rabe', 'vegpizza', 'fake meat', 'dairy', 'tea', 'taco']",4.0
JUiwOZynj3Wid_spJoxUug,Breezy's Cafe,4.5,41,19146,"['waffle', 'hash browns', 'pizza', 'curry tofu wrap', 'sandwich', 'taco salad', 'Brie']",4.0
JomDoQafikclSVVCPkWjnA,Cedar Park Cafe,4.0,301,19143,"['waffle', 'appetizer', 'bananwhip', 'jam', 'pizza', 'udon noodle salad', 'pickle', 'beet salad', 'ice cream', 'guacamole', 'fruit', 'brussel sprouts', 'hash browns', 'sweet potato fries', 'potato salad', 'Caesar salad', 'meat substitutes', 'milkshake', 'curry', 'spring roll', 'curry tofu wrap', 'green lemonade', 'spinach salad', 'melted cheese', 'broccoli rabe', 'vegpizza', 'fake meat', 'dairy']",4.166666666666667
JrG4NINLspXPNhSXg7Q07Q,Front Street Cafe,4.0,716,19122,"['waffle', 'Garlic Hummus', 'appetizer', 'faux meat', 'burrito', 'bananwhip', 'jam', 'cupcake', 'chips', 'cookie', 'udon noodle salad', 'pickle', 'buffalo sauce', 'home fries', 'beet salad', 'Reuben', 'ice cream', 'guacamole', 'fruit', 'brussel sprouts', 'Lillet Vive', 'hash browns', 'sweet potato fries', 'Stateside', 'soda', 'cheese fries', 'celery', 'potato salad', 'meat substitutes', 'Caesar salad', 'milkshake', 'pickled cauliflower', 'curry', 'mozzarellsticks', 'vanillice cream', 'spring roll', 'cherry', 'curry tofu wrap', 'Mac&Cheese', 'chocolate chip cookie', 'pepper', 'capers', 'green lemonade', 'spinach salad', 'arugultaco salad', 'frozen yogurt', 'melted cheese', 'brownie', 'Toast', 'cucumber salad', 'Fries', 'carrot', 'Strawberry Lemonade', 'bloody Maria', 'vegpizza', 'fake meat', 'dairy', 'tea', 'taco']",4.375
K0Mb7ebSa4DRUpEmfDZVuw,Luhv Vegan Deli,4.5,107,19107,"['waffle', 'hash browns', 'appetizer', 'milkshake', 'curry', 'jam', 'spring roll', 'pizza', 'curry tofu wrap', 'sandwich', 'udon noodle salad', 'vegpizza', 'Reuben', 'meat substitutes', 'fake meat']",4.0
